63	100sport	sprek	New study: A handful of nuts a day can save lives	You can reduce your risk of heart disease by nearly 30 percent just by eating a few nuts a day.	http://www.adressa.no/100Sport/sprek/Ny-studie-En-handfull-notter-om-dagen-kan-redde-liv-227009b.html		
64	nyheter	trondheim	Accused of tysting	After 13 years, Einar Mostad (50) left Hells Angels in Trondheim due to an internal quarrel.	http://www.adressa.no/nyheter/trondheim/article519782.ece		
69	pluss	kultur	How they will decorate the new Britannia	"It will be accessible to everyone, in a modern, classic and British style," according to the interior designers commissioned to furnish the Britannia Hotel.	http://www.adressa.no/pluss/kultur/2016/12/16/Slik-skal-de-innrede-nye-Britannia-13936914.ece		
71	nyheter	okonomi	Nidar has doubled its small goods sales and is completely out of Christmas marzipan	Nidar is completely out of Christmas marzipan, has eaten by Freia's dominance on milk chocolate and has almost doubled its candy sales in 2016.	http://www.adressa.no/nyheter/okonomi/2016/12/28/Et-godt-%c3%a5r-for-Nidar-13969926.ece		
72	nyheter	trondheim	- This is such a low point. My brother was on the verge of tears	On Christmas 1, Harry Finstad received a call from his brother who was close to tears after someone had stolen his vehicle.	http://www.adressa.no/nyheter/trondheim/2016/12/26/Dette-er-s%c3%a5-lavm%c3%a5l.-Min-bror-var-p%c3%a5-gr%c3%a5ten-13980267.ece		
73	pluss	magasin	Historical photos of Trøndelag: This new car owner was extremely unlucky	The year was 1976 and the capital of Trøndelag had become "modern".	http://www.adressa.no/pluss/magasin/2016/12/26/Trondheim-for-40-%c3%a5r-siden-13924062.ece		
74	nyheter	utenriks	48 refugees found in lorries in Romania	Romanian border guards have stopped a truck coming from Bulgaria. Hidden behind the cargo of chocolate, they found 48 refugees.	http://www.adressa.no/nyheter/utenriks/2016/12/31/48-flyktninger-funnet-i-lastebil-i-Romania-14000860.ece		
76	nyheter	trondheim	Did you catch this weather phenomenon today?	Many have observed a particularly beautiful sky this afternoon. The sky is colored pink, light blue and yellow.	http://www.adressa.no/nyheter/trondheim/2016/12/30/Perlemor-over-Tr%c3%b8ndelag-13997395.ece		
78	forbruker	hjem	How to give grandma's chair new life	With a good dose of patience, you fix the steak yourself. Upholsterer Nina Hurum shows us how.	http://www.adressa.no/forbruker/hjem/article8376101.ece		
81	nyheter	trondheim	Only one has been fined a rocket in ten years	After Trondheim municipality adopted the fireworks ban in Midtbyen, the police have registered a total of two reports. The police station chief believes this is a low number.	http://www.adressa.no/nyheter/trondheim/article10498367.ece		
83	nyheter	trondheim	Interest in these books has taken off in Trondheim	Bookstores in Trondheim say that sales of therapeutic coloring books are booming.	http://www.adressa.no/nyheter/trondheim/article10866093.ece		
85	nyheter	trondheim	Residents feel powerless	"We do night shifts ourselves," says a resident of the condominium Munkvoll Gård. They are constantly subjected to burglary in the basement sheds.	http://www.adressa.no/nyheter/trondheim/2016/12/28/Beboere-f%c3%b8ler-seg-maktesl%c3%b8se-13989472.ece		
86	pluss	magasin	Yes thanks to the trouble	If you can't stand to hear the truth, you will struggle with Jan Egeland. That's fine with him.	http://www.adressa.no/pluss/magasin/2016/12/28/Ja-takk-til-tr%c3%b8bbel-13986610.ece		
87	100sport	sjakk	Magnus Carlsen turned down an offer from Real Madrid	"It was a bit sour," manager Espen Agdestein said.	http://www.adressa.no/100Sport/sjakk/Magnus-Carlsen-avslo-tilbud-fra-Real-Madrid-227863b.html		
91	nyheter	trondheim	"I seriously thought it was going to be good.	"Super-Siri" created his own blog about his failed batch.	http://www.adressa.no/nyheter/trondheim/2016/12/17/Jeg-trodde-i-fullt-alvor-at-det-skulle-bli-bra-13939507.ece		
94	pluss	kultur	The best pork chops are not of sheep	We blind-tested this year's pork chops and the jury selected a winner who was neither lamb nor sheep.	http://www.adressa.no/pluss/kultur/2016/12/13/Det-beste-pinnekj%c3%b8ttet-er-ikke-av-sau-13926775.ece		
96	nyheter	trondheim	- I've never seen anything like this before	Rare weather phenomenon observed over Flakk in Trondheim on Friday.	http://www.adressa.no/nyheter/trondheim/article6875463.ece		
99	pluss	kultur	The dream of sun and soul	It's been six months until summer, 49 and a half years since "The Summer Of Love." It is well allowed to long for warmth and carefree life.	http://www.adressa.no/pluss/kultur/2017/01/01/Dr%c3%b8mmen-om-sol-og-soul-13987735.ece		
100	nyheter	innenriks	High demand at Kirkens SOS during the Christmas holidays	Kirkens SOS answered 2,331 inquiries during Christmas this year, which is slightly more than last year.	http://www.adressa.no/nyheter/innenriks/2016/12/29/Stor-p%c3%a5gang-hos-Kirkens-SOS-i-juleh%c3%b8ytiden-13990499.ece		
105	pluss	okonomi	The millionaire dream must start with an ingenious idea	The good ideas. Without them, the technology capital Trondheim stands still and the entrepreneurs do not earn the millions they dream of.	http://www.adressa.no/pluss/okonomi/2016/12/31/Million%c3%a6rdr%c3%b8mmen-m%c3%a5-starte-med-en-genial-id%c3%a9-13962807.ece		
106	100sport	fotball	RBK players' crazy Bakenga bets	RBK players have been betting on how many days "comeback kid" Mushaga Bakenga can handle Bruttern's tough preseason.	http://www.adressa.no/100Sport/fotball/RBK-spillernes-elleville-Bakenga-veddemal-228037b.html		
108	nyheter	okonomi	Reinertsen asks for debt negotiations	The oil service company Reinertsen AS asks for public debt negotiations. Lost half a billion kroner last year.	http://www.adressa.no/nyheter/okonomi/2016/12/20/Reinertsen-ber-om-gjeldsforhandlinger-13956601.ece		
111	nyheter	trondheim	Has refurbished Downtown for 10 million	The 23-year-old nightclub opens in a new shirt after being closed for three months	http://www.adressa.no/nyheter/trondheim/article9778175.ece		
113	100sport	sjakk	When the confetti fell down, the cup overflowed for Magnus Carlsen.	Very dissatisfied with silver. "It probably comes as a surprise to everyone," says the expert.	http://www.adressa.no/100Sport/sjakk/Da-konfettien-dalte-ned_-rant-begeret-over-for-Magnus-Carlsen-228073b.html		
117	nyheter	okonomi	Buying farms to hunt	Property developer Øyvind Christensen of Rema Eiendom Nord trades farms for the big gold medal to get access to good hunting grounds. Last purchase is Falstad farm at Ekne.	http://www.adressa.no/nyheter/okonomi/article993439.ece		
118	kultur	film	Many of us could be members of the Rinnan Gang.	Director Anders T. Andersen has hired Swedish help to get a fresh look at Henry Rinnan's story. The film may be in footage in one year.	http://www.adressa.no/kultur/film/article1106494.ece		
120	nyheter	sortrondelag	Gunn Røstad has a new job	Four months after Gunn Røstad (60) resigned as municipal director in Trondheim, she will be the new head of upbringing.	http://www.adressa.no/nyheter/sortrondelag/2016/12/30/Gunn-R%c3%b8stad-har-f%c3%a5tt-ny-jobb-13996447.ece		
122	nyheter	sortrondelag	Moving the Air Force schools to Værnes	The Government will spend an extra NOK 165 billion on the Armed Forces over the next 20-year period. The Air Force's school structure will mainly be moved and assembled at Værnes.	http://www.adressa.no/nyheter/sortrondelag/2016/06/17/Flytter-Luftforsvarets-skoler-til-V%c3%a6rnes-12904562.ece		
123	nyheter	trondheim	Tomine from Trondheim is this year's New Year's child	The parents were actually expecting an early Christmas present. Instead, Tomine Westad-Nilsen became this year's New Year's child.	http://www.adressa.no/nyheter/trondheim/2016/01/01/Tomine-fra-Trondheim-er-%c3%a5rets-nytt%c3%a5rsbarn-11979854.ece		
125	nyheter	innenriks	Wind and waves forced Hurtigruten to turn around	Rørvik (NTB): High winds, rough seas and waves of between 12 and 15 metres caused the Hurtigruten ship Richard With to turn around on his way south from Rørvik to Ålesund on New Year's Eve.	http://www.adressa.no/nyheter/innenriks/2016/12/31/Vind-og-b%c3%b8lger-tvang-Hurtigruta-til-%c3%a5-snu-14000222.ece		
126	nyheter	trondheim	Many have been frightened	The bang that weighed half of Trondheim on Monday morning is still a mystery.	http://www.adressa.no/nyheter/trondheim/article1811866.ece		
128	nyheter	nordtrondelag	Bought 8500 kilos of sugar for HB production	A 24-year-old from Verdal has been sentenced to prison for 30 days for contributing to the production of 4200 liters of spirits.	http://www.adressa.no/nyheter/nordtrondelag/article1476506.ece		
130	nyheter	trondheim	Still looking for Bowie the dog after eight months	English setter Bowie has been missing since December, but owner Jan Petter Thuve is still getting messages from people who believe they have observed Bowie near Bymarka.	http://www.adressa.no/nyheter/trondheim/2016/08/21/Leter-fortsatt-etter-Bowie-men-tenker-%c3%a5-kj%c3%b8pe-ny-hund-13217700.ece		
131	nyheter	trondheim	These are the opening hours in the middle Christmas period	Check when you can go shopping, go to the movies or swim at Christmas.	http://www.adressa.no/nyheter/trondheim/2016/12/27/Slik-er-%c3%a5pningstidene-i-mellomjula-13982558.ece		
132	nyheter	moreromsdal	Kraftkar from Tingvoll is the world's best cheese	A blue cheese from Tingvoll has been voted the world's best. It should have been a surprising and emotional finale.	http://www.adressa.no/nyheter/moreromsdal/2016/11/16/Tingvollost-er-verdensmester-i-ost-13800270.ece		
133	nyheter	trondheim	Credo third best Norwegian restaurant	The restaurant Credo in Ørjaveita in Trondheim is listed as Norway's third best in a Nordic ranking.	http://www.adressa.no/nyheter/trondheim/2015/11/16/Credo-tredje-beste-norske-restaurant-11817604.ece		
134	nyheter	okonomi	- Some customers probably think that we are a bit stupid	Super Hero Burger has spent about $200,000 to change its logo and clothing after powerful DC Comics made claims.	http://www.adressa.no/nyheter/okonomi/2016/02/16/Slik-ser-burgersjappa-ut-etter-logo-forvandlingen-12163994.ece		
135	meninger	kommentarer	Saturday night and youth	Trøndersk party culture is tenacious, but parents' attitudes to adolescent drunkenness are out of date.	http://www.adressa.no/meninger/kommentarer/article9649047.ece		
136	nyheter	politikk	Trondheim municipality will have its own super-asylum reception centre	In collaboration with NAV, the county council and Hero, Trondheim municipality wants an integration centre with up to 100 residents. Architect: Sylvi Listhaug (Frp).	http://www.adressa.no/nyheter/politikk/2016/09/23/Trondheim-kommune-vil-ha-eget-super-asylmottak-13483101.ece		
137	nyheter	trondheim	What do Frati and Bari restaurants do in a romantic American Christmas movie?	"Asked for permission to film the façade," Michael Minervini said.	http://www.adressa.no/nyheter/trondheim/2016/12/25/Hva-gj%c3%b8r-restaurantene-Frati-og-Bari-i-en-romantisk-amerikansk-julefilm-13962263.ece		
140	nyheter	okonomi	Reitan builds an artificial hill for new Byåsen homes	Reitan Eiendom makes artificial hill for new homes at Byåsen.	http://www.adressa.no/nyheter/okonomi/article11444781.ece		
142	100sport	vintersport	Swedish commentator does not believe the Johaug explanation: "Was everything just a hoax?	It feels like they're hiding something, writes Expressen.	http://www.adressa.no/100Sport/vintersport/langrenn/Svensk-kommentator-tror-ikke-pa-Johaug-forklaringen---Var-alt-bare-en-bloff-207632b.html		
143	nyheter	trondheim	Polar explorer and sportsman	Hjalmar Johansen is perhaps best known as a polar explorer, but he was also a great sportsman.	http://www.adressa.no/nyheter/trondheim/byens_gater/article600949.ece		
144	kultur	vin	My name is.... Bollinger!	In anticipation of a new movie and a new James Bond, there's no reason not to do the same as Agent 007: enjoy a bottle of Bollinger Champagne in good company. May 17 may be the occasion.	http://www.adressa.no/kultur/vin/article662967.ece		
145	kultur	vin	Exuberant New Year's bubbles	You don't have to empty your wallet for a good, exuberant experience on New Year's Eve.	http://www.adressa.no/kultur/vin/article1569319.ece		
146	forbruker	hjem	Changing cabin dream	Rindalshytter has built traditional cabins in timber since the 60s. But now the cabins should be simpler, more open and have a through light. The news is more funky than laft.	http://www.adressa.no/forbruker/hjem/article1619611.ece		
147	pluss	nyheter	From cold records and skills to a large hall and car package	The year started with a cold record and ended with the decision to build a large hall at Nidarø. Read all about the news year here.	http://www.adressa.no/pluss/nyheter/2016/12/29/Kulderekord-kvinnesyn-kommunesammensl%c3%a5ing-og-storhall-p%c3%a5-Nidar%c3%b8-13963405.ece		
150	nyheter	terrorangrepet	- Appeared polite and friendly while 69 lay dead around him	Forensic psychiatrists Aspaas and Tørrissen emphasised how Breivik behaved during the first interrogation on Utøya.	http://www.adressa.no/nyheter/terrorangrepet/rettssaken/article3204306.ece		
151	pluss	meninger	A 250-year-old with a mission	The web is flooded with fake news. Therefore, there is still a need for traditional media.	http://www.adressa.no/pluss/meninger/2016/12/31/En-250-%c3%a5ring-med-en-misjon-13996365.ece		
152	nyheter	trondheim	Two ships are still in Trondheim	The storm Urd has meant that Hurtigruten has not been able to follow its usual timetables during Christmas.	http://www.adressa.no/nyheter/trondheim/2016/12/27/To-skip-ligger-fortsatt-i-Trondheim-13983481.ece		
154	nyheter	sortrondelag	Accident in Rennebu	Emergency services responded.	http://www.adressa.no/nyheter/sortrondelag/2016/12/27/Ulykke-i-Rennebu-13983934.ece		
155	100sport	sprek	Here's the trick to keep your body from decaying when you pass 40	From the 20s, the body begins a physiological change. Then it only gets worse.	http://www.adressa.no/100Sport/sprek/Her-er-trikset-for-at-ikke-kroppen-skal-forfalle-nar-du-passerer-40-227429b.html		
157	nyheter	innenriks	Mowing down up to 6,000 deer in the mower	When farmers start mowers and forage harvesters, between 4,000 and 6,000 newborn deer calves die.	http://www.adressa.no/nyheter/innenriks/article1098532.ece		
159	nyheter	trondheim	- Keep your dog on a leash, regardless of whether it's leashed or not	"People have become more relaxed about having their dog on a leash, many don't respect the fact that it's leashed," says Marte Alstad, who works to track dogs that are on the run.	http://www.adressa.no/nyheter/trondheim/2016/08/20/Hold-hunden-i-b%c3%a5nd-uansett-om-det-er-b%c3%a5ndtvang-eller-ikke-13214654.ece		
161	nyheter	innenriks	Two rocket wounds on New Year's Night	The first reports of fireworks-related injuries have already started coming in. In Råde, a young man suffered injuries to his eye, while a boy in Tvedestrand has been taken to hospital with injuries to his hand.	http://www.adressa.no/nyheter/innenriks/2016/01/01/To-rakettskader-nytt%c3%a5rsnatten-11980024.ece		
164	nyheter	nordtrondelag	Head-on collision in Verdal	Breach of duty to give way.	http://www.adressa.no/nyheter/nordtrondelag/2016/12/17/Frontkollisjon-i-Verdal-13946482.ece		
165	forbruker	hjem	These electrical works you shouldn't do yourself	Have you installed the heating cables yourself? In the worst case, the floor must be chopped up.	http://www.adressa.no/forbruker/hjem/article7767187.ece		
167	nyheter	trondheim	This app will splice people on the city in Trondheim	Former NTNU students have created an app where the goal is for you to meet people physically.	http://www.adressa.no/nyheter/trondheim/article10012988.ece		
168	nyheter	okonomi	Rema 1000 ends VG collaboration	The grocery company Rema 1000 ends its collaboration on Family Life with VG	http://www.adressa.no/nyheter/okonomi/2016/11/07/Rema-1000-avslutter-VG-samarbeid-13752909.ece		
171	nyheter	trondheim	- We do not have money for new clothes and Christmas gifts for the children	Most people associate Christmas with lots of gifts and good meals, but this is by no means the case in all families. For some, the money is not enough.	http://www.adressa.no/nyheter/trondheim/2016/12/19/Vi-har-ikke-penger-til-nye-kl%c3%a6r-og-julegaver-til-barna-13943070.ece		
172	pluss	kultur	This was the most popular store in Trondheim 98 years ago	There was rationing, shortages of goods and expensive time, but Christmas shopping was still lively. The money was loose, and people didn't even bother to haggle, Adresseavisen reported.	http://www.adressa.no/pluss/kultur/2016/12/20/Julestri-i-dyrtid-13951716.ece		
174	nyheter	kuriosa	The bike for the lazy	Will the e-bike be the big hit of spring?	http://www.adressa.no/nyheter/kuriosa/article1614080.ece		
176	forbruker	hjem	Summery wings	Summer is coming, this year too. While we wait, we can fill the house with butterflies.	http://www.adressa.no/forbruker/hjem/article1810650.ece		
180	pluss	nyheter	Ads from martnan 1965: "Really something new for the Trondheim ladies"	Here you could make real bargains on both underwear and tractors.	http://www.adressa.no/pluss/nyheter/2016/06/28/Se-annonsene-fra-martnan-i-Trondheim-i-1965-12960936.ece		
181	100sport	fotball	The football star felt bullied - was furious with the mascot after the match	Special scenes in the Premier League.	http://www.adressa.no/100Sport/fotball/Fotballstjernen-folte-seg-mobbet---var-rasende-pa-maskoten-etter-kampen-227907b.html		
183	nyheter	trondheim	What do you remember from your 1000th anniversary?	It is now 15 years since the anniversary celebrations in Trondheim.	http://www.adressa.no/nyheter/trondheim/article3207238.ece		
184	nyheter	innenriks	Storms stop boat routes	The storm this afternoon and evening has led to the cancellation of the vast majority of boat routes on the Trøndelag coast.	http://www.adressa.no/nyheter/innenriks/2016/12/30/Uv%c3%a6r-stopper-b%c3%a5truter-13998687.ece		
186	nyheter	trondheim	Here is the new dean in Nidaros	Ragnhild Jepsen was today installed as the new dean of nidaros domprosti.	http://www.adressa.no/nyheter/trondheim/article1722610.ece		
188	nyheter	okonomi	Hurtigruten builds two new hybrid ships	By investing in new and environmentally friendly technology, Hurtigruten will cut fuel consumption by 20 percent.	http://www.adressa.no/nyheter/okonomi/2016/09/08/Hurtigruten-bygger-to-nye-hybridskip-13299508.ece		
189	kultur	vin	An exuberant new year!	Naturally, you should have something with bubbles in the glass on New Year's Eve. Which variant you choose depends on what's left in your wallet after Christmas and your personal tastes.	http://www.adressa.no/kultur/vin/article8868449.ece		
190	pluss	magasin	"Everyone" met at the Bristol conditori	After ten extensive series of pictures about Trondheim in the past, it's time to sum it up with a giant gallery with 253 historical moments from the city's history.	http://www.adressa.no/pluss/magasin/2016/04/09/Gamle-Trondheim-12571411.ece		
191	nyheter	trondheim	Became a Lotto Millionaire When He Played Monopoly	Trondheimsmann was suddenly able to buy Rådhusplassen.	http://www.adressa.no/nyheter/trondheim/article1380012.ece		
192	pluss	kultur	It was 16 degrees below zero in Trondheim, but it was not the cold that worried the inhabitants	On New Year's Eve 1939, Bach's Christmas Oratorio was to be built in its entirety in Trondheim for the first time. After the concert in the Cathedral, people could, as usual, wish each other "Happy New Year!" At least it was allowed to hope.	http://www.adressa.no/pluss/kultur/2016/12/26/Foran-et-utrygt-%c3%a5r-13967816.ece		
193	pluss	magasin	"Delicious is the Earth" took on a whole new meaning at Christmas	One of the finest songs played during the holiday season we have left behind is "Delicious is the Earth".	http://www.adressa.no/pluss/magasin/2016/12/30/Mommo-min-Mommo-13995239.ece		
197	nyheter	innenriks	Arve Tellefsen has become a father again	The beloved violinist Arve Tellefsen has become a father again. Thus, his two-year-old daughter Kari Sofie has got a little sister.	http://www.adressa.no/nyheter/innenriks/article48561.ece		
198	nyheter	innenriks	Ingolf Håkon Teigene has died	Journalist and longtime NRK employee Ingolf Håkon Teigene has died at the age of 58.	http://www.adressa.no/nyheter/innenriks/article877798.ece		
199	100sport	fotball	Demidov's personal greeting: Now he finally says goodbye to Brann	The captain of the silver team has written to the supporters.	http://www.adressa.no/100Sport/fotball/Demidovs-personlige-hilsen-Na-tar-han-endelig-farvel-med-Brann-228054b.html		
202	nyheter	nordtrondelag	- More plowing than plowing	Tough competition when the Norwegian Championship in plowing was held at Mære this weekend.	http://www.adressa.no/nyheter/nordtrondelag/article8393469.ece		
206	kultur	vin	Honours to Faustino I	The old trotter Faustino I Gran Reserva 2001 has been named Wine of the Year in Decanter. This vintage is now being launched in Norway.	http://www.adressa.no/kultur/vin/article8749433.ece		
208	100sport	sjakk	World Cup again? Here's everything you need to know about the chess party	NRK hopes for a new viewing record during Christmas.	http://www.adressa.no/100Sport/sjakk/VM-igjen-Her-er-alt-du-trenger-a-vite-om-sjakkfesten-227451b.html		
209	pluss	kultur	Trine built her own kitchen - only for the blog	Folk chef before anyone, Trine Sandberg, was recently named "Food Blogger of the Year" for the second time. With ordinary everyday food, she has become the recipe for success.	http://www.adressa.no/pluss/kultur/2016/12/26/Trine-tukler-ikke-med-julematen-men-har-noen-triks-13961417.ece		
211	nyheter	nordtrondelag	Trønder received a text message from "Expert" about free TV - turned out to be a scam	The police in Trøndelag police district believe that what sounds too good to be true usually is.	http://www.adressa.no/nyheter/nordtrondelag/2016/04/28/Tr%c3%b8nder-fikk-sms-fra-%c2%abExpert%c2%bb-om-gratis-tv-viste-seg-%c3%a5-v%c3%a6re-svindel-12665784.ece		
