62	nyheter	trondheim	Vi har samlet fyrverkeribilder fra 11 år tilbake	Fra mye privat fyrverkeri og etter hvert over til kommunalt fyrverkeri. Her får du se hvordan de fargesprakende showene har forandret seg de siste 11 årene. Og finalen fra i fjor er en blanding av nordlys og fyrverkeri	http://www.adressa.no/nyheter/trondheim/2016/12/30/Se-fyrverkeribildene-fra-11-%c3%a5r-tilbake-13996930.ece		
63	100sport	sprek	Ny studie: En håndfull nøtter om dagen kan redde liv	Du kan redusere risikoen for hjertesykdommer med nesten 30 prosent bare ved å spise noen nøtter om dagen.	http://www.adressa.no/100Sport/sprek/Ny-studie-En-handfull-notter-om-dagen-kan-redde-liv-227009b.html		
64	nyheter	trondheim	Anklages for tysting	Etter 13 år forlot Einar Mostad (50) Hells Angels i Trondheim på grunn av en intern krangel.	http://www.adressa.no/nyheter/trondheim/article519782.ece		
69	pluss	kultur	Slik skal de innrede nye Britannia	- Det skal bli tilgjengelig for alle, i en moderne, klassisk og britisk stil, ifølge interiørarkitektene som har fått oppdraget med å innrede Britannia Hotel.	http://www.adressa.no/pluss/kultur/2016/12/16/Slik-skal-de-innrede-nye-Britannia-13936914.ece		
71	nyheter	okonomi	Nidar har doblet smågodtsalget og er helt tom for julemarsipan	Nidar er helt tom for julemarsipan, har spist av Freias dominans på melkesjokolade og har nær doblet smågodtsalget i 2016.	http://www.adressa.no/nyheter/okonomi/2016/12/28/Et-godt-%c3%a5r-for-Nidar-13969926.ece		
72	nyheter	trondheim	- Dette er så lavmål. Min bror var på gråten	1. juledag fikk Harry Finstad en telefon fra sin bror som var gråten nær etter at noen hadde stjålet fremkomstmidlet hans.	http://www.adressa.no/nyheter/trondheim/2016/12/26/Dette-er-s%c3%a5-lavm%c3%a5l.-Min-bror-var-p%c3%a5-gr%c3%a5ten-13980267.ece		
73	pluss	magasin	Historiske trøndelagsbilder: Denne ferske bileieren var ekstremt uheldig	Året var 1976 og trønderhovedstaden var blitt «moderne».	http://www.adressa.no/pluss/magasin/2016/12/26/Trondheim-for-40-%c3%a5r-siden-13924062.ece		
74	nyheter	utenriks	48 flyktninger funnet i lastebil i Romania	Budapest (NTB-DPA): Rumenske grensevakter har stanset en lastebil som kom fra Bulgaria. Skjult bak lasten med sjokolade fant de 48 flyktninger.	http://www.adressa.no/nyheter/utenriks/2016/12/31/48-flyktninger-funnet-i-lastebil-i-Romania-14000860.ece		
76	nyheter	trondheim	Fikk du med deg dette værfenomenet i dag?	Mange har observert en spesielt vakker himmel i ettermiddag. Himmelen er farget rosa, lyseblå og gul.	http://www.adressa.no/nyheter/trondheim/2016/12/30/Perlemor-over-Tr%c3%b8ndelag-13997395.ece		
78	forbruker	hjem	Slik gir du bestemors stol nytt liv	Med en god dose tålmodighet fikser du biffen selv. Møbeltapetserer Nina Hurum viser oss hvordan.	http://www.adressa.no/forbruker/hjem/article8376101.ece		
81	nyheter	trondheim	Bare én har fått rakett-bot på ti år	Etter at Trondheim kommune vedtok fyrverkeriforbudet i Midtbyen, har politiet registrert totalt to anmeldelser. Det mener politistasjonssjefen er et lavt tall.	http://www.adressa.no/nyheter/trondheim/article10498367.ece		
83	nyheter	trondheim	Interessen for disse bøkene har tatt helt av i Trondheim	Bokhandlere i Trondheim forteller at salget av terapeutiske fargeleggingsbøker går så det griner.	http://www.adressa.no/nyheter/trondheim/article10866093.ece		
85	nyheter	trondheim	Beboere føler seg maktesløse	- Vi går nattevakter selv, forteller en beboer i sameiet Munkvoll Gård. De utsettes stadig for innbrudd i kjellerbodene.	http://www.adressa.no/nyheter/trondheim/2016/12/28/Beboere-f%c3%b8ler-seg-maktesl%c3%b8se-13989472.ece		
86	pluss	magasin	Ja takk til trøbbel	Tåler du ikke å høre sannheten, vil du slite med Jan Egeland. Det er helt greit for ham.	http://www.adressa.no/pluss/magasin/2016/12/28/Ja-takk-til-tr%c3%b8bbel-13986610.ece		
87	100sport	sjakk	Magnus Carlsen avslo tilbud fra Real Madrid	– Det var litt surt, sier manager Espen Agdestein.	http://www.adressa.no/100Sport/sjakk/Magnus-Carlsen-avslo-tilbud-fra-Real-Madrid-227863b.html		
91	nyheter	trondheim	- Jeg trodde i fullt alvor at det skulle bli bra	«Super-Siri» laget egen blogg om sin mislykkede bakst.	http://www.adressa.no/nyheter/trondheim/2016/12/17/Jeg-trodde-i-fullt-alvor-at-det-skulle-bli-bra-13939507.ece		
94	pluss	kultur	Det beste pinnekjøttet er ikke av sau	Vi blindtestet årets pinnekjøtt og juryen kåret en vinner som var verken lam eller sau.	http://www.adressa.no/pluss/kultur/2016/12/13/Det-beste-pinnekj%c3%b8ttet-er-ikke-av-sau-13926775.ece		
96	nyheter	trondheim	- Jeg har aldri sett noe slikt før	Sjeldent værfenomen observert over Flakk i Trondheim fredag.	http://www.adressa.no/nyheter/trondheim/article6875463.ece		
99	pluss	kultur	Drømmen om sol og soul	Det er et halvt år til sommer, 49 og et halvt år siden «The Summer Of Love». Det er vel lov til å lengte til varme og ubekymret liv.	http://www.adressa.no/pluss/kultur/2017/01/01/Dr%c3%b8mmen-om-sol-og-soul-13987735.ece		
100	nyheter	innenriks	Stor pågang hos Kirkens SOS i julehøytiden	Oslo (NTB): Kirkens SOS besvarte 2.331 henvendelser i julen i år, noe som er litt flere enn i fjor.	http://www.adressa.no/nyheter/innenriks/2016/12/29/Stor-p%c3%a5gang-hos-Kirkens-SOS-i-juleh%c3%b8ytiden-13990499.ece		
105	pluss	okonomi	Millionærdrømmen må starte med en genial idé	De gode ideene. Uten dem står teknologihovedstaden Trondheim stille og gründerne tjener ikke millionene de drømmer om.	http://www.adressa.no/pluss/okonomi/2016/12/31/Million%c3%a6rdr%c3%b8mmen-m%c3%a5-starte-med-en-genial-id%c3%a9-13962807.ece		
106	100sport	fotball	RBK-spillernes elleville Bakenga-veddemål	RBK-spillerne har veddet om hvor mange dager «comeback-kid» Mushaga Bakenga takler Brutterns tøffe sesongoppkjøring.	http://www.adressa.no/100Sport/fotball/RBK-spillernes-elleville-Bakenga-veddemal-228037b.html		
108	nyheter	okonomi	Reinertsen ber om gjeldsforhandlinger	Oljeserviceselskapet Reinertsen AS ber om offentlige gjeldsforhandlinger. Tapte en halv milliard kroner i fjor.	http://www.adressa.no/nyheter/okonomi/2016/12/20/Reinertsen-ber-om-gjeldsforhandlinger-13956601.ece		
111	nyheter	trondheim	Har pusset opp Downtown for 10 millioner	Den 23 år gamle nattklubben åpner i ny drakt etter å ha vært stengt i tre måneder	http://www.adressa.no/nyheter/trondheim/article9778175.ece		
113	100sport	sjakk	Da konfettien dalte ned, rant begeret over for Magnus Carlsen	Svært misfornøyd med sølv. – Det kommer nok overraskende på alle, sier ekspert.	http://www.adressa.no/100Sport/sjakk/Da-konfettien-dalte-ned_-rant-begeret-over-for-Magnus-Carlsen-228073b.html		
117	nyheter	okonomi	Kjøper gårdsbruk for å jakte	Eiendomsutvikler Øyvind Christensen i Rema Eiendom Nord handler gårdsbruk til den store gullmedalje for å få tilgang på gode jaktterreng. Siste kjøp er Falstad gård på Ekne.	http://www.adressa.no/nyheter/okonomi/article993439.ece		
118	kultur	film	- Mange av oss kunne vært medlemmer av Rinnanbanden	Regissør Anders T. Andersen har hyret inn svensk hjelp for å få et friskt blikk på Henry Rinnans historie. Filmen kan være i opptak om ett år.	http://www.adressa.no/kultur/film/article1106494.ece		
120	nyheter	sortrondelag	Gunn Røstad har fått ny jobb	Fire måneder etter at Gunn Røstad (60) trakk seg som kommunaldirektør i Trondheim, blir hun på ny oppvekstsjef.	http://www.adressa.no/nyheter/sortrondelag/2016/12/30/Gunn-R%c3%b8stad-har-f%c3%a5tt-ny-jobb-13996447.ece		
122	nyheter	sortrondelag	Flytter Luftforsvarets skoler til Værnes	Regjeringen vil bruke 165 milliarder kroner ekstra på Forsvaret den neste 20-årsperioden. Luftforsvarets skolestruktur skal i hovedsak flyttes og samles på Værnes.	http://www.adressa.no/nyheter/sortrondelag/2016/06/17/Flytter-Luftforsvarets-skoler-til-V%c3%a6rnes-12904562.ece		
123	nyheter	trondheim	Tomine fra Trondheim er årets nyttårsbarn	Foreldrene forventet egentlig en tidlig julegave. I stedet ble Tomine Westad-Nilsen årets nyttårsbarn.	http://www.adressa.no/nyheter/trondheim/2016/01/01/Tomine-fra-Trondheim-er-%c3%a5rets-nytt%c3%a5rsbarn-11979854.ece		
125	nyheter	innenriks	Vind og bølger tvang Hurtigruta til å snu	Rørvik (NTB): Mye vind, grov sjø og bølger på mellom 12 og 15 meter førte til at Hurtigruteskipet Richard With måtte snu på vei sørover fra Rørvik til Ålesund nyttårsaften.	http://www.adressa.no/nyheter/innenriks/2016/12/31/Vind-og-b%c3%b8lger-tvang-Hurtigruta-til-%c3%a5-snu-14000222.ece		
126	nyheter	trondheim	- Mange er blitt skremt	Smellet som vekte halve Trondheim mandag morgen er fortsatt et mysterium.	http://www.adressa.no/nyheter/trondheim/article1811866.ece		
128	nyheter	nordtrondelag	Kjøpte 8500 kilo sukker til HB-produksjon	En 24-åring fra Verdal er dømt til fengsel i 30 dager for å ha medvirket til produksjon av 4200 liter sprit.	http://www.adressa.no/nyheter/nordtrondelag/article1476506.ece		
130	nyheter	trondheim	Leter fortsatt etter hunden Bowie etter åtte måneder	Engelsksetteren Bowie har vært savnet siden desember, men eieren Jan Petter Thuve får fortsatt meldinger fra folk som mener de har observert Bowie i nærheten av Bymarka.	http://www.adressa.no/nyheter/trondheim/2016/08/21/Leter-fortsatt-etter-Bowie-men-tenker-%c3%a5-kj%c3%b8pe-ny-hund-13217700.ece		
131	nyheter	trondheim	Slik er åpningstidene i mellomjula	Sjekk når du kan shoppe, gå på kino eller bade i jula.	http://www.adressa.no/nyheter/trondheim/2016/12/27/Slik-er-%c3%a5pningstidene-i-mellomjula-13982558.ece		
132	nyheter	moreromsdal	Kraftkar fra Tingvoll er verdens beste ost	En blå ost fra Tingvoll er kåret til verdens beste. Det skal ha vært en overraskende og følelsesmessig finale.	http://www.adressa.no/nyheter/moreromsdal/2016/11/16/Tingvollost-er-verdensmester-i-ost-13800270.ece		
133	nyheter	trondheim	Credo tredje beste norske restaurant	Restauranten Credo i Ørjaveita i Trondheim er listet som Norges tredje beste i en nordisk kåring.	http://www.adressa.no/nyheter/trondheim/2015/11/16/Credo-tredje-beste-norske-restaurant-11817604.ece		
134	nyheter	okonomi	- Noen kunder tenker sikkert at vi er litt dumme	Super Hero Burger har brukt om lag 200 000 kroner for å skifte logo og klær etter at mektige DC Comics kom med krav.	http://www.adressa.no/nyheter/okonomi/2016/02/16/Slik-ser-burgersjappa-ut-etter-logo-forvandlingen-12163994.ece		
135	meninger	kommentarer	Lørdagskveld og ungdomstid	Trøndersk festkultur er seiglivet, men foreldrenes holdninger til ungdomsfyll er utgått på dato.	http://www.adressa.no/meninger/kommentarer/article9649047.ece		
136	nyheter	politikk	Trondheim kommune vil ha eget super-asylmottak	I samarbeid med Nav, fylkeskommunen og Hero ønsker Trondheim kommune et integreringsmottak med inntil 100 beboere. Arkitekt: Sylvi Listhaug (Frp).	http://www.adressa.no/nyheter/politikk/2016/09/23/Trondheim-kommune-vil-ha-eget-super-asylmottak-13483101.ece		
137	nyheter	trondheim	Hva gjør restaurantene Frati og Bari i en romantisk amerikansk julefilm?	- Ba om tillatelse til å filme fasaden, sier Michael Minervini.	http://www.adressa.no/nyheter/trondheim/2016/12/25/Hva-gj%c3%b8r-restaurantene-Frati-og-Bari-i-en-romantisk-amerikansk-julefilm-13962263.ece		
140	nyheter	okonomi	Reitan bygger en kunstig ås for nye Byåsen-boliger	Reitan Eiendom lager kunstig ås til nye boliger på Byåsen.	http://www.adressa.no/nyheter/okonomi/article11444781.ece		
142	100sport	vintersport	Svensk kommentator tror ikke på Johaug-forklaringen: - Var alt bare en bløff?	Det føles som om de skjuler noe, skriver Expressen.	http://www.adressa.no/100Sport/vintersport/langrenn/Svensk-kommentator-tror-ikke-pa-Johaug-forklaringen---Var-alt-bare-en-bloff-207632b.html		
143	nyheter	trondheim	Polfarer og idrettsmann	Hjalmar Johansen er kanskje mest kjent som polfarer, men han var også en stor idrettsmann.	http://www.adressa.no/nyheter/trondheim/byens_gater/article600949.ece		
144	kultur	vin	Mitt navn er....Bollinger!	I påvente av en ny film og en ny James Bond er det ingen grunn til ikke å gjøre det samme som Agent 007: nyte en flaske Bollinger Champagne i godt selskap. 17. mai kan være anledningen.	http://www.adressa.no/kultur/vin/article662967.ece		
145	kultur	vin	Sprudlende nyttårsbobler	Man trenger ikke tømme lommeboka for en god, sprudlende opplevelse på nyttårsaften.	http://www.adressa.no/kultur/vin/article1569319.ece		
146	forbruker	hjem	Hyttedrøm i endring	Rindalshytter har laftet tradisjonshytter i tømmer siden 60-tallet. Men nå skal hyttene være enklere, åpnere og ha gjennomlys. Nyhetene er mer funkis enn laft.	http://www.adressa.no/forbruker/hjem/article1619611.ece		
147	pluss	nyheter	Fra kulderekord og skillsmisse til storhall og bilpakke	Året startet med kulderekord og sluttet med vedtak om bygging av storhall på Nidarø. Les alt om nyhetsåret her.	http://www.adressa.no/pluss/nyheter/2016/12/29/Kulderekord-kvinnesyn-kommunesammensl%c3%a5ing-og-storhall-p%c3%a5-Nidar%c3%b8-13963405.ece		
150	nyheter	terrorangrepet	- Fremsto høflig og vennlig mens 69 lå døde rundt ham	Rettspsykiaterne Aspaas og Tørrissen la vekt på hvordan Breivik oppførte seg i det første avhøret på Utøya.	http://www.adressa.no/nyheter/terrorangrepet/rettssaken/article3204306.ece		
151	pluss	meninger	En 250-åring med en misjon	Nettet flommer over av falske nyheter. Derfor er det fortsatt behov for tradisjonelle medier.	http://www.adressa.no/pluss/meninger/2016/12/31/En-250-%c3%a5ring-med-en-misjon-13996365.ece		
152	nyheter	trondheim	To skip ligger fortsatt i Trondheim	Uværet Urd har ført til at Hurtigruten ikke har kunnet følge sine vanlige rutetider i jula.	http://www.adressa.no/nyheter/trondheim/2016/12/27/To-skip-ligger-fortsatt-i-Trondheim-13983481.ece		
154	nyheter	sortrondelag	Ulykke i Rennebu	Nødetatene rykket ut.	http://www.adressa.no/nyheter/sortrondelag/2016/12/27/Ulykke-i-Rennebu-13983934.ece		
155	100sport	sprek	Her er trikset for at ikke kroppen skal forfalle når du passerer 40	Fra 20-årene begynner kroppen en fysiologisk forandring. Deretter blir det bare verre.	http://www.adressa.no/100Sport/sprek/Her-er-trikset-for-at-ikke-kroppen-skal-forfalle-nar-du-passerer-40-227429b.html		
157	nyheter	innenriks	Meier ned opptil 6000 rådyr i slåtten	Når bøndene setter i gang slåmaskiner og fôrhøstere, dør mellom 4000 og 6000 nyfødte rådyrkalver.	http://www.adressa.no/nyheter/innenriks/article1098532.ece		
159	nyheter	trondheim	- Hold hunden i bånd, uansett om det er båndtvang eller ikke	- Folk har blitt slappere og slappere med å ha hunden i bånd, mange respekterer ikke at det er båndtvang, sier Marte Alstad som jobber med å spore hunder som er på rømmen.	http://www.adressa.no/nyheter/trondheim/2016/08/20/Hold-hunden-i-b%c3%a5nd-uansett-om-det-er-b%c3%a5ndtvang-eller-ikke-13214654.ece		
161	nyheter	innenriks	To rakettskader nyttårsnatten	De første meldingene om fyrverkerirelaterte skader har allerede begynt å komme inn. I Råde fikk en ung mann skader i øyet, mens en gutt i Tvedestrand er kjørt til sykehus med skader i hånden.	http://www.adressa.no/nyheter/innenriks/2016/01/01/To-rakettskader-nytt%c3%a5rsnatten-11980024.ece		
164	nyheter	nordtrondelag	Frontkollisjon i Verdal	Brudd på vikeplikten.	http://www.adressa.no/nyheter/nordtrondelag/2016/12/17/Frontkollisjon-i-Verdal-13946482.ece		
165	forbruker	hjem	Disse elektriske arbeidene bør du ikke gjøre selv	Har du lagt varmekablene selv? I verste fall må gulvet hugges opp.	http://www.adressa.no/forbruker/hjem/article7767187.ece		
167	nyheter	trondheim	Denne appen skal spleise folk på byen i Trondheim	Tidligere NTNU-studenter har laget en app der målet er at du skal treffe mennesker fysisk.	http://www.adressa.no/nyheter/trondheim/article10012988.ece		
168	nyheter	okonomi	Rema 1000 avslutter VG-samarbeid	Dagligvarefirmaet Rema 1000 avslutter sitt samarbeid om Familieliv med VG	http://www.adressa.no/nyheter/okonomi/2016/11/07/Rema-1000-avslutter-VG-samarbeid-13752909.ece		
171	nyheter	trondheim	- Vi har ikke penger til nye klær og julegaver til barna	De fleste forbinder julefeiringen med masse gaver og gode måltider, men slik er det slett ikke i alle familier. For enkelte strekker ikke pengene til.	http://www.adressa.no/nyheter/trondheim/2016/12/19/Vi-har-ikke-penger-til-nye-kl%c3%a6r-og-julegaver-til-barna-13943070.ece		
172	pluss	kultur	Dette var den mest populære butikken i Trondheim for 98 år siden	Det var rasjonering, varemangel og dyrtid, men julehandelen gikk likevel livlig. Pengene satt løst, og folk gadd ikke engang å prute, meldte Adresseavisen.	http://www.adressa.no/pluss/kultur/2016/12/20/Julestri-i-dyrtid-13951716.ece		
174	nyheter	kuriosa	Sykkelen for de late	Blir el-sykkelen vårens store slager?	http://www.adressa.no/nyheter/kuriosa/article1614080.ece		
176	forbruker	hjem	Sommerlige vinger	Sommeren kommer, i år også. Mens vi venter kan vi fylle huset med sommerfugler.	http://www.adressa.no/forbruker/hjem/article1810650.ece		
180	pluss	nyheter	Annonser fra martnan 1965: «Virkelig noe nytt for Trondheims-damene»	Her kunne man gjøre skikkelige kupp på både undertøy og traktorer.	http://www.adressa.no/pluss/nyheter/2016/06/28/Se-annonsene-fra-martnan-i-Trondheim-i-1965-12960936.ece		
181	100sport	fotball	Fotballstjernen følte seg mobbet - var rasende på maskoten etter kampen	Spesielle scener i Premier League.	http://www.adressa.no/100Sport/fotball/Fotballstjernen-folte-seg-mobbet---var-rasende-pa-maskoten-etter-kampen-227907b.html		
183	nyheter	trondheim	Hva husker du fra 1000-årsjubileet?	Det er nå 15 år siden jubileumsfeiringen i Trondheim.	http://www.adressa.no/nyheter/trondheim/article3207238.ece		
184	nyheter	innenriks	Uvær stopper båtruter	Uværet har i ettermiddag og kveld ført til at de aller fleste båtrutene på trøndelagskysten er innstilt.	http://www.adressa.no/nyheter/innenriks/2016/12/30/Uv%c3%a6r-stopper-b%c3%a5truter-13998687.ece		
186	nyheter	trondheim	Her er den nye domprosten i Nidaros	Ragnhild Jepsen ble i dag innsatt som ny domprost i Nidaros domprosti.	http://www.adressa.no/nyheter/trondheim/article1722610.ece		
188	nyheter	okonomi	Hurtigruten bygger to nye hybridskip	Ved å satse på ny og miljøvennlig teknologi, vil Hurtigruten kutte drivstofforbruket med 20 prosent.	http://www.adressa.no/nyheter/okonomi/2016/09/08/Hurtigruten-bygger-to-nye-hybridskip-13299508.ece		
189	kultur	vin	Et sprudlende nytt år!	Naturligvis skal du ha noe med bobler i glasset på nyttårsaften. Hvilken variant du velger kommer an på hva som er igjen i lommeboka etter jul, og din personlige smak.	http://www.adressa.no/kultur/vin/article8868449.ece		
